Cuvant: ~If~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~469~
Cuvant: ~cronies~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Lattimer's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~chuckled~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~Moccasin~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Rangers~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Hush~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~1~
Cuvant: ~Rebel~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~winking~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~horsemen~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Stranger~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~jug~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~strapped~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~drunkenly~; Parte expl.: ~adverb~; Nr. intrari: ~4~
Cuvant: ~Hearing~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~raucously~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~perplexed~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~broadside~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~reprisals~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~schoolroom~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~Joel's~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~bespectacled~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~blackberry~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~picking~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Beau~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~sired~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~Waters~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Jack's~; Parte expl.: ~substantiv~; Nr. intrari: ~9~
Cuvant: ~restive~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~bawling~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~wares~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Wheeling~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Dangling~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~trinkets~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Cheat~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Cleaned~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~out'n~; Parte expl.: ~adverb~; Nr. intrari: ~2~
Cuvant: ~git~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~Federals~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~oath~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~crowed~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~Hell~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~10~
Cuvant: ~Winking~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Breckenridge's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Maj.~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~spite~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~7~
Cuvant: ~woolen~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Rumor~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~grassfire~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Accounts~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~garbled~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~dey~; Parte expl.: ~pronume~; Nr. intrari: ~1~
Cuvant: ~dere~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~Manassas~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~rejoice~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~missing~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~victoriously~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~upstairs~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~Were~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~insulted~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~South's~; Parte expl.: ~adverb~; Nr. intrari: ~2~
Cuvant: ~McClellan's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~fearfully~; Parte expl.: ~adverb~; Nr. intrari: ~3~
Cuvant: ~flushed~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~Marsh~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~goodbye~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~3~
Cuvant: ~Lattimer~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~Juanita's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Potomac~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~betrayed~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~iced~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~lemonade~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Marsh's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~gentians~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~enunciated~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~manumission~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Voltaire~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~burn~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~learned~; Parte expl.: ~adjectiv~; Nr. intrari: ~3~
Cuvant: ~bandits~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~laughs~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~perseveres~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~knocks~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~shouts~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~bedraggled~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~Voltaire's~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~depraved~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~impromptu~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~howls~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Souci~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Timon~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~misanthrope~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~subterfuges~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Discourse~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Ever~; Parte expl.: ~adverb~; Nr. intrari: ~6~
Cuvant: ~genre~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Gallant~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~Muses~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~String~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~forbid~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~stoutly~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~replying~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~decry~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~Parisian~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~nothings~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~hum~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~craved~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~merited~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~Bah~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~1~
Cuvant: ~dearly~; Parte expl.: ~adverb~; Nr. intrari: ~2~
Cuvant: ~Duclos~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~rehearse~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Merely~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~Armide~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~bothering~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~Prosopopoeia~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Fabricius~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~submitting~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Afraid~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~anonymity~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~buzz~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~amusements~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Fontainebleau~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~infuriating~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~austerity~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~self-effacement~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~D'Aumont~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Soothsayer~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~unperformed~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~titillating~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~squirmed~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~pretending~; Parte expl.: ~verb~; Nr. intrari: ~11~
Cuvant: ~perspiration~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Confessions~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Grimm~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Raynal~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~worse~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~There's~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~Pompadour~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~slovenliness~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~obeys~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~boldness~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~trembled~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~inane~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~itch~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~Hedda~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Gabler~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~highschool~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~dramatics~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Nothing's~; Parte expl.: ~pronume~; Nr. intrari: ~1~
Cuvant: ~goddam~; Parte expl.: ~adjectiv~; Nr. intrari: ~4~
Cuvant: ~Thelma~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~Thelma's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~ginmill~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~hummed~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~understandingly~; Parte expl.: ~adverb~; Nr. intrari: ~3~
Cuvant: ~hook~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~booth~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~smelt~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~lotion~; Parte expl.: ~substantiv~; Nr. intrari: ~8~
Cuvant: ~pimplike~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~Ballestre~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~slug~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~laughing~; Parte expl.: ~verb~; Nr. intrari: ~16~
Cuvant: ~grabbed~; Parte expl.: ~verb~; Nr. intrari: ~12~
Cuvant: ~Waking~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~remorseful~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~hangovers~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~jabbing~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~forefinger~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~coffeepot~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~undershirt~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~damn~; Parte expl.: ~adjectiv~; Nr. intrari: ~6~
Cuvant: ~kitchenette~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~sickish~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~hairtonic~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Honest~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~dog's~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~percolator~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~bleary~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~olivefaced~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~overcoat~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~taffycolored~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~mustache~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Oval~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Eileen's~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~screeching~; Parte expl.: ~verb~; Nr. intrari: ~6~
Cuvant: ~Xavier~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Bowman~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Exboyfriend~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~exhusband~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~nastiest~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~sock~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~bastard~; Parte expl.: ~substantiv~; Nr. intrari: ~10~
Cuvant: ~fellowfeeling~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~lowdown~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~hound~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~handing~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~coffeecup~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~postscript~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~begging~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~underlined~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~Afterwards~; Parte expl.: ~adverb~; Nr. intrari: ~3~
Cuvant: ~Trust~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~shacked~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~advisedly~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~slept~; Parte expl.: ~verb~; Nr. intrari: ~13~
Cuvant: ~rent~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~needled~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~twotiming~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~pimp~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~procurer~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~selfeffacing~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~valet~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~disconnected~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~Connections~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~hurt~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~shout~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~screechy~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~skull~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~wheedled~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~kale~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~hocking~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~O'Dwyer~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~curly~; Parte expl.: ~adjectiv~; Nr. intrari: ~3~
Cuvant: ~Jim's~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~pokerfaced~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~beefy~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~lecher~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~O'Dwyers~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~clannishness~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~swell~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~Apparel~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Xavier's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~bubbling~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~christening~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~layette~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Pat's~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Sposato~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~muscled~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Portwatchers'~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~portwatchers~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~longshoremen~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~seafarers~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~towboats~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~watchmen~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~wharves~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~musclemen~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~stiff~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Redhook~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~wobbly~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~gouged~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~radicalism~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~weatherbeaten~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~Burly~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~leathered~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~unchanged~; Parte expl.: ~adjectiv~; Nr. intrari: ~3~
Cuvant: ~feudal~; Parte expl.: ~adjectiv~; Nr. intrari: ~5~
Cuvant: ~Peasants~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Andrei~; Parte expl.: ~substantiv~; Nr. intrari: ~18~
Cuvant: ~Bathyran~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~Tolek~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Alterman~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Palestine~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~exalted~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~swamps~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~irrigating~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Uplands~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~unfertile~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~brink~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Brandel~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~rostrum~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~congress~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Zionists~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~ideologies~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~activism~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~barren~; Parte expl.: ~adjectiv~; Nr. intrari: ~3~
Cuvant: ~Judea~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~singular~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~unspeakable~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~abuses~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Zionism~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~loathed~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~chills~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~birthright~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Alex~; Parte expl.: ~substantiv~; Nr. intrari: ~28~
Cuvant: ~Pole~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~Tel~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Aviv~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Warsaw's~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Ulanys~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~flirted~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Rak~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~gnawed~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Andrei's~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~goddamned~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~ghetto~; Parte expl.: ~substantiv~; Nr. intrari: ~7~
Cuvant: ~inched~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~marshaling~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~railhead~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Deportees~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Rumanians~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Styka~; Parte expl.: ~substantiv~; Nr. intrari: ~16~
Cuvant: ~Bathyrans~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Ana~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Odilo~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Globocnik~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~Gauleiter~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~SS~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~tug~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Death's-Head~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~Himmler~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Heydrich~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Eichmann~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Funk~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~Lublin's~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~fountainhead~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~spouted~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~interlacing~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~lagers~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Sixty~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Madagascar~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Stories~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~depravity~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~guards~; Parte expl.: ~substantiv~; Nr. intrari: ~9~
Cuvant: ~Globocnik's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Lipowa~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Sobibor~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Chelmno~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Poltawa~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Belzec~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Krzywy-Rog~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Budzyn~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Krasnik~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Ice~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~shocks~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~lashings~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
